Nombre_Jugador,Posición,Equipo,Edad,Minutos_Jugados,Puntos_Totales,Tiros_Campo_Encestados,Tiros_Campo_Intentados,Triples_Encestados,Triples_Intentados,Porcentaje_Triples,Tiros_Libres_Encestados,Tiros_Libres_Intentados,Rebotes_Ofensivos,Rebotes_Defensivos,Rebotes_Totales,Asistencias,Pérdidas,Robos,Bloqueos,Faltas_Personales,Doble_Dobles,Triple_Dobles,Año
Loren Woods,C,HOU,29,2.4,0.9,0.4,0.7,0.0,0.0,,0.0,0.0,0.0,0.1,0.1,0.3,0.0,0.0,0.0,0.3,0,0,2008
Lorenzen Wright,C,LAC,21,25.1,7.3,3.1,6.4,0.0,0.1,,1.1,1.9,2.7,3.4,6.1,0.6,1.0,0.6,0.8,2.7,1,1,1997
Lorenzen Wright,C,LAC,22,30.0,9.0,3.5,7.9,0.0,0.0,,2.0,3.1,2.6,6.2,8.8,0.8,1.2,0.8,1.3,3.4,1,1,1998
Lorenzen Wright,C,LAC,23,23.6,6.6,2.5,5.4,0.0,0.0,,1.7,2.4,3.0,4.6,7.5,0.7,1.0,0.5,0.8,3.4,1,1,1999
Lorenzen Wright,C,ATL,24,16.1,6.0,2.4,4.8,0.0,0.0,,1.2,1.8,1.6,2.5,4.1,0.3,0.9,0.4,0.5,2.7,1,1,2000
Lorenzen Wright,C,ATL,25,28.0,12.4,5.1,11.4,0.0,0.0,,2.2,3.0,2.5,5.0,7.5,1.2,1.8,0.6,0.9,3.3,1,1,2001
Lorenzen Wright,C,MEM,26,29.1,12.0,5.2,11.3,0.0,0.0,,1.6,2.9,3.0,6.4,9.4,1.0,1.7,0.7,0.5,2.9,1,1,2002
Lorenzen Wright,C,MEM,27,28.3,11.4,4.6,10.2,0.0,0.1,,2.1,3.2,2.4,5.1,7.5,1.1,1.6,0.7,0.8,3.0,1,1,2003
Lorenzen Wright,C,MEM,28,25.8,9.4,4.0,9.0,0.0,0.1,,1.5,2.0,2.2,4.6,6.8,1.1,1.2,0.7,0.9,3.0,1,1,2004
Lorenzen Wright,C,MEM,29,28.6,9.6,4.0,8.5,0.0,0.0,,1.6,2.5,2.2,5.5,7.7,1.1,1.3,0.7,0.9,3.1,1,1,2005
Lorenzen Wright,C,MEM,30,21.7,5.8,2.5,5.2,0.0,0.0,,0.8,1.5,1.8,3.2,5.1,0.6,0.9,0.7,0.6,2.6,1,1,2006
Lorenzen Wright,C,ATL,31,15.4,2.6,1.2,2.7,0.0,0.0,,0.1,0.5,1.3,2.0,3.2,0.6,0.6,0.4,0.4,3.0,1,1,2007
Lorenzen Wright,C,TOT,32,22.9,2.2,0.9,3.3,0.0,0.0,,0.4,0.8,1.1,4.0,5.1,0.6000000000000001,0.8,0.4,0.4,4.7,2,0,2008
Lorenzen Wright,C,CLE,33,7.4,1.4,0.6,1.6,0.0,0.0,,0.2,0.5,0.4,1.1,1.5,0.2,0.5,0.2,0.3,1.0,1,0,2009
Lorenzo Brown,PG,PHI,23,8.6,2.5,1.0,3.3,0.1,1.2,,0.3,0.5,0.3,0.8,1.1,1.6,0.6,0.5,0.1,0.7,1,1,2014
Lorenzo Brown,PG,MIN,24,18.9,4.2,1.8,4.2,0.2,1.0,,0.4,0.7,0.5,1.9,2.4,3.1,1.0,1.0,0.2,1.7,1,1,2015
Lorenzo Brown,PG,PHO,25,7.6,2.5,1.0,3.1,0.1,1.0,,0.4,0.5,0.0,0.9,0.9,1.4,1.1,0.4,0.1,0.5,1,0,2016
Lorenzo Brown,PG,TOR,27,9.9,2.3,1.0,2.4,0.1,0.9,,0.1,0.1,0.1,1.0,1.1,0.9,0.2,0.4,0.0,0.5,1,1,2018
Lorenzo Brown,PG,TOR,28,8.2,2.1,0.9,2.7,0.2,1.1,,0.1,0.1,0.2,1.0,1.2,1.1,0.6,0.5,0.2,0.8,1,1,2019
Lorenzo Williams,PF-C,TOT,23,25.8,3.8,1.7999999999999998,4.9,0.0,0.0,,0.2,0.6,3.0,6.1,9.2,0.4,1.6,0.7,2.5,4.8,2,2,1993
Lorenzo Williams,PF,TOT,24,64.0,6.8,3.0,8.9,0.0,0.3,,0.7,1.5,6.2,10.9,17.1,2.1,2.2,2.6,5.4,8.0,2,2,1994
Lorenzo Williams,C,DAL,25,29.1,4.0,1.8,3.7,0.0,0.0,,0.5,1.2,3.5,4.9,8.4,1.5,1.3,0.6,1.8,3.7,1,1,1995
Lorenzo Williams,C,DAL,26,27.8,3.0,1.3,3.3,0.0,0.0,,0.4,1.1,3.6,4.4,8.0,1.3,1.2,0.7,1.9,3.5,1,1,1996
Lorenzo Williams,C,WSB,27,13.9,2.4,1.1,1.6,0.0,0.0,,0.3,0.4,1.5,2.2,3.6,0.2,0.9,0.3,0.4,2.6,1,0,1997
Lorenzo Williams,PF,WAS,28,7.9,1.9,0.9,1.2,0.0,0.0,,0.0,0.1,1.1,0.7,1.9,0.2,0.1,0.1,0.2,1.2,1,0,1998
Lorenzo Williams,PF,WAS,30,9.5,1.8,0.9,1.1,0.0,0.0,,0.0,0.0,1.5,1.6,3.1,0.1,0.4,0.4,0.8,1.6,1,0,2000
Lou Amundson,PF,TOT,24,18.8,3.1,1.1,2.9,0.0,0.0,,0.8,1.9,2.5,2.9,5.3,0.2,1.0,0.2,1.5,2.9,2,0,2007
Lou Amundson,PF,PHI,25,4.0,1.1,0.5,1.0,0.0,0.0,,0.1,0.4,0.4,0.3,0.8,0.0,0.1,0.1,0.1,0.8,1,0,2008
Lou Amundson,PF,PHO,26,13.7,4.2,1.8,3.3,0.0,0.0,,0.7,1.6,1.7,1.9,3.6,0.4,0.7,0.4,0.9,2.0,1,1,2009
Lou Amundson,PF,PHO,27,14.8,4.7,1.9,3.5,0.0,0.0,,0.8,1.6,1.6,2.8,4.4,0.4,0.7,0.3,0.9,2.1,1,1,2010
Lou Amundson,PF,GSW,28,15.0,4.3,1.8,4.0,0.0,0.0,,0.7,1.9,1.8,2.3,4.0,0.4,0.5,0.3,0.7,1.9,1,1,2011
Lou Amundson,PF,IND,29,12.6,3.6,1.5,3.5,0.0,0.0,,0.6,1.4,1.6,2.1,3.7,0.2,0.8,0.5,0.7,2.1,1,1,2012
Lou Amundson,PF,TOT,30,31.2,5.9,2.5,7.3,0.0,0.0,,0.9,2.8,4.7,4.6,9.3,0.9,1.5,1.3,0.8999999999999999,4.2,3,1,2013
Lou Amundson,PF,TOT,31,20.9,4.1,1.7000000000000002,3.5,0.0,0.0,,0.6,2.6,3.1,2.9,6.0,0.6,1.5,1.0,1.2,5.300000000000001,2,2,2014
Lou Amundson,PF,TOT,32,45.2,11.8,5.0,11.7,0.0,0.0,,2.0,4.0,4.4,8.5,12.8,3.3000000000000003,3.0,1.0,2.3,6.1,3,2,2015
Lou Amundson,PF,NYK,33,7.0,1.8,0.7,1.8,0.0,0.0,,0.5,0.9,0.8,0.9,1.7,0.4,0.5,0.2,0.2,1.5,1,1,2016
Lou Roe,SF,DET,23,7.6,1.8,0.7,1.8,0.0,0.2,,0.5,0.7,0.6,1.0,1.6,0.3,0.3,0.2,0.2,0.9,1,1,1996
Lou Roe,SF,GSW,24,6.3,2.4,0.8,2.8,0.2,0.6,,0.5,1.1,0.4,0.4,0.8,0.4,0.6,0.2,0.1,0.6,1,0,1997
Lou Williams,PG,PHI,19,4.8,1.9,0.8,1.7,0.1,0.3,,0.3,0.4,0.1,0.5,0.6,0.3,0.4,0.2,0.0,0.4,1,0,2006
Lou Williams,PG,PHI,20,11.3,4.3,1.5,3.5,0.2,0.6,,1.0,1.5,0.3,0.9,1.1,1.8,0.8,0.4,0.0,0.7,1,1,2007
Lou Williams,PG,PHI,21,23.3,11.5,4.0,9.4,0.7,1.9,,2.8,3.6,0.5,1.6,2.1,3.2,1.6,1.0,0.2,1.6,1,1,2008
Lou Williams,SG,PHI,22,23.7,12.8,4.1,10.4,0.8,2.7,,3.8,4.8,0.4,1.6,2.0,3.0,1.9,1.0,0.2,1.6,1,1,2009
Lou Williams,PG,PHI,23,29.9,14.0,5.0,10.6,1.1,3.2,,3.0,3.6,0.4,2.5,2.9,4.2,1.7,1.3,0.2,1.7,1,1,2010
Lou Williams,SG,PHI,24,23.3,13.7,4.3,10.6,1.2,3.4,,3.9,4.7,0.4,1.6,2.0,3.4,1.4,0.6,0.2,1.7,1,1,2011
Lou Williams,PG,PHI,25,26.3,14.9,5.0,12.2,1.3,3.6,,3.7,4.6,0.5,2.0,2.4,3.5,1.1,0.8,0.3,1.4,1,1,2012
Lou Williams,SG,ATL,26,28.7,14.1,4.8,11.4,1.8,5.0,,2.7,3.1,0.2,1.8,2.1,3.6,1.9,1.1,0.3,1.4,1,1,2013
Lou Williams,PG,ATL,27,24.1,10.4,3.3,8.2,1.3,3.9,,2.5,3.0,0.2,1.9,2.1,3.5,1.5,0.8,0.1,1.1,1,1,2014
Lou Williams,SG,TOR,28,25.2,15.5,4.7,11.6,1.9,5.6,,4.3,4.9,0.3,1.6,1.9,2.1,1.3,1.1,0.1,1.3,1,1,2015
Lou Williams,SG,LAL,29,28.5,15.3,4.2,10.3,1.6,4.8,,5.3,6.3,0.5,2.1,2.5,2.5,1.6,0.9,0.3,1.6,1,1,2016
Lou Williams,SG,TOT,30,74.5,51.0,15.3,36.5,5.9,16.6,,14.5,16.4,1.0,6.7,7.8,8.6,5.8,2.8,0.8,3.4000000000000004,3,3,2017
Lou Williams,SG,LAC,31,32.8,22.6,7.4,16.9,2.4,6.6,,5.5,6.2,0.5,2.0,2.5,5.3,3.0,1.1,0.2,1.3,1,1,2018
Lou Williams,SG,LAC,32,26.6,20.0,6.5,15.2,1.4,3.9,,5.7,6.5,0.5,2.4,3.0,5.4,2.4,0.8,0.1,1.1,1,1,2019
Lou Williams,PG,LAC,33,28.7,18.2,6.0,14.4,1.7,4.8,,4.5,5.2,0.5,2.6,3.1,5.6,2.8,0.7,0.2,1.2,1,1,2020
Lou Williams,PG,TOT,34,64.5,33.4,11.8,29.0,3.1,7.699999999999999,,6.8,7.699999999999999,1.0,5.3,6.300000000000001,10.2,5.0,1.9,0.3,2.7,3,3,2021
Louis King,SF,DET,20,6.2,2.0,0.8,2.1,0.4,1.1,,0.0,0.3,0.1,0.9,1.0,0.5,0.2,0.2,0.0,1.0,1,0,2020
Louis King,SF,SAC,21,14.2,7.3,2.8,5.7,0.7,1.8,,1.0,1.0,0.8,2.2,3.0,1.5,0.7,1.2,0.5,1.5,1,0,2021
Loy Vaught,PF,LAC,22,16.1,5.5,2.4,4.9,0.0,0.0,,0.7,1.0,1.7,3.1,4.8,0.5,0.7,0.3,0.3,1.8,1,1,1991
Loy Vaught,PF,LAC,23,21.4,7.6,3.4,7.0,0.1,0.1,,0.7,0.9,2.0,4.5,6.5,0.9,0.8,0.5,0.4,2.1,1,1,1992
Loy Vaught,PF,LAC,24,20.9,9.4,4.0,7.8,0.0,0.1,,1.5,2.0,2.1,4.2,6.2,0.7,1.1,0.7,0.5,2.2,1,1,1993
Loy Vaught,PF,LAC,25,28.2,11.7,5.0,9.3,0.0,0.1,,1.7,2.4,2.9,5.8,8.7,1.0,1.3,1.0,0.3,2.9,1,1,1994
Loy Vaught,PF,LAC,26,37.1,17.5,7.6,14.8,0.1,0.4,,2.2,3.1,3.3,6.4,9.7,1.7,2.1,1.3,0.4,3.0,1,1,1995
Loy Vaught,PF,LAC,27,37.1,16.2,7.1,13.6,0.1,0.2,,1.9,2.6,2.6,7.6,10.1,1.4,2.0,1.1,0.5,3.0,1,1,1996
Loy Vaught,PF,LAC,28,34.6,14.9,6.6,13.2,0.0,0.1,,1.6,2.3,2.7,7.3,10.0,1.3,1.7,1.0,0.3,2.9,1,1,1997
Loy Vaught,PF,LAC,29,26.5,7.5,3.6,8.4,0.0,0.2,,0.3,0.8,1.6,4.9,6.5,0.7,1.3,0.4,0.2,3.3,1,0,1998
Loy Vaught,PF,DET,30,13.0,3.4,1.6,4.2,0.0,0.0,,0.2,0.4,1.0,3.0,3.9,0.3,0.5,0.4,0.2,1.5,1,1,1999
Loy Vaught,PF,DET,31,6.8,1.7,0.7,2.1,0.0,0.1,,0.3,0.4,0.6,1.5,2.1,0.3,0.3,0.1,0.1,1.0,1,1,2000
Loy Vaught,PF,TOT,32,32.6,10.3,4.9,10.0,0.0,0.0,,0.6,0.7,3.0,7.199999999999999,10.3,1.4,1.6,1.2000000000000002,0.3,4.0,3,2,2001
Luc Longley,C,MIN,23,15.0,4.3,1.7,3.8,0.0,0.0,,0.8,1.2,1.0,2.9,3.9,0.8,1.3,0.5,1.0,2.4,1,1,1992
Luc Longley,C,MIN,24,19.0,5.8,2.4,5.3,0.0,0.0,,1.0,1.3,1.3,3.1,4.4,0.9,1.6,0.9,1.4,3.1,1,1,1993
Luc Longley,C,TOT,25,59.0,21.1,8.7,18.5,0.0,0.0,,3.6,4.9,5.1,11.8,16.8,4.6,4.7,1.7,3.0,8.6,3,3,1994
Luc Longley,C,CHI,26,18.2,6.5,2.5,5.5,0.0,0.0,,1.6,1.9,1.5,3.3,4.8,1.3,1.6,0.4,0.8,3.2,1,1,1995
Luc Longley,C,CHI,27,26.5,9.1,3.9,8.1,0.0,0.0,,1.3,1.7,1.7,3.5,5.1,1.9,1.8,0.4,1.4,3.6,1,1,1996
Luc Longley,C,CHI,28,24.9,9.1,3.7,8.2,0.0,0.0,,1.6,2.0,2.1,3.6,5.6,2.4,1.9,0.4,1.1,3.2,1,1,1997
Luc Longley,C,CHI,29,29.4,11.4,4.8,10.5,0.0,0.0,,1.9,2.6,1.9,3.9,5.9,2.8,2.2,0.6,1.1,3.6,1,1,1998
Luc Longley,C,PHO,30,23.9,8.7,3.6,7.4,0.0,0.0,,1.5,1.9,1.5,4.2,5.7,1.2,1.4,0.6,0.5,3.1,1,1,1999
Luc Longley,C,PHO,31,19.7,6.3,2.6,5.5,0.0,0.0,,1.1,1.3,1.4,3.1,4.5,1.1,1.9,0.3,0.6,3.1,1,1,2000
Luc Longley,C,NYK,32,12.0,2.0,0.7,2.2,0.0,0.0,,0.5,0.7,1.0,1.6,2.6,0.3,0.9,0.1,0.4,2.0,1,1,2001
Luc Mbah a Moute,PF,MIL,22,25.8,7.2,2.8,6.0,0.0,0.0,,1.7,2.3,2.3,3.6,5.9,1.1,1.2,1.1,0.5,2.5,1,1,2009
Luc Mbah a Moute,PF,MIL,23,25.6,6.2,2.4,5.1,0.1,0.2,,1.3,1.8,2.3,3.1,5.5,1.1,1.0,0.8,0.5,2.5,1,1,2010
Luc Mbah a Moute,PF,MIL,24,26.5,6.7,2.5,5.4,0.0,0.1,,1.7,2.4,2.1,3.2,5.3,0.9,1.0,0.9,0.4,2.3,1,1,2011
Luc Mbah a Moute,PF,MIL,25,23.5,7.7,3.1,6.1,0.0,0.1,,1.5,2.4,1.8,3.5,5.3,0.7,0.9,0.9,0.5,2.2,1,1,2012
Luc Mbah a Moute,SF,MIL,26,22.9,6.7,2.6,6.5,0.2,0.6,,1.2,2.2,1.5,2.9,4.4,0.9,1.2,0.7,0.2,1.4,1,1,2013
Luc Mbah a Moute,PF-SF,TOT,27,52.2,11.2,4.4,9.5,0.3,0.8999999999999999,,2.4,3.4,2.8,4.7,7.5,2.7,1.7,1.9,1.0,4.0,3,3,2014
Luc Mbah a Moute,PF,PHI,28,28.6,9.9,3.7,9.5,0.9,3.0,,1.4,2.4,1.2,3.7,4.9,1.6,1.5,1.2,0.3,1.6,1,1,2015
Luc Mbah a Moute,PF,LAC,29,17.0,3.1,1.3,2.8,0.2,0.5,,0.4,0.8,0.8,1.5,2.3,0.4,0.5,0.6,0.3,1.3,1,1,2016
Luc Mbah a Moute,SF,LAC,30,22.3,6.1,2.4,4.7,0.5,1.4,,0.7,1.1,0.6,1.6,2.1,0.5,0.6,1.0,0.4,1.5,1,1,2017
Luc Mbah a Moute,PF,HOU,31,25.6,7.5,2.7,5.7,1.0,2.8,,1.1,1.6,0.4,2.7,3.0,0.9,1.1,1.2,0.4,1.6,1,1,2018
Luc Mbah a Moute,PF,LAC,32,15.3,5.0,2.0,4.5,0.5,1.5,,0.5,1.3,0.5,1.3,1.8,0.5,0.5,0.3,0.3,2.0,0,0,2019
Luc Mbah a Moute,PF,HOU,33,8.3,1.7,0.7,1.7,0.0,0.7,,0.3,0.7,0.3,0.3,0.7,0.0,0.3,0.7,0.0,0.0,0,0,2020
Lucas Nogueira,C,TOR,22,3.8,1.0,0.3,1.3,0.0,0.0,,0.3,0.7,0.3,1.5,1.8,0.2,0.3,0.3,0.0,1.0,0,0,2015
Lucas Nogueira,C,TOR,23,7.8,2.2,1.0,1.5,0.0,0.1,,0.3,0.5,0.6,1.0,1.6,0.2,0.4,0.4,0.4,1.0,1,1,2016
Lucas Nogueira,C,TOR,24,19.1,4.4,1.8,2.7,0.1,0.2,,0.8,1.2,1.4,2.8,4.3,0.7,0.8,0.9,1.6,2.4,1,1,2017
Lucas Nogueira,C,TOR,25,8.5,2.5,1.0,1.6,0.1,0.4,,0.4,0.6,0.4,1.4,1.8,0.4,0.3,0.5,0.9,1.0,1,1,2018
Lucious Harris,SG,DAL,23,15.1,5.4,2.1,5.0,0.1,0.4,,1.1,1.5,0.6,1.5,2.0,1.4,1.0,0.6,0.1,1.5,1,1,1994
Lucious Harris,SG,DAL,24,21.5,9.5,3.5,7.7,0.7,1.8,,1.7,2.2,1.1,1.7,2.8,1.7,1.0,0.7,0.2,1.3,1,1,1995
Lucious Harris,SG,DAL,25,16.7,7.9,3.0,6.5,0.8,2.0,,1.1,1.4,0.7,1.3,2.0,1.3,0.8,0.6,0.0,0.9,1,1,1996
Lucious Harris,SG,PHI,26,15.1,5.4,2.1,5.4,0.7,1.8,,0.6,0.9,0.5,0.8,1.3,0.9,0.6,0.8,0.1,0.8,1,1,1997
Lucious Harris,SG,NJN,27,13.4,3.8,1.4,3.5,0.2,0.8,,0.8,1.1,0.4,0.6,1.0,0.8,0.4,0.8,0.1,1.5,1,1,1998
Lucious Harris,SG,NJN,28,16.7,5.4,2.0,5.0,0.3,1.4,,1.0,1.3,0.6,1.3,1.9,0.9,0.5,0.5,0.2,1.4,1,1,1999
Lucious Harris,SG,NJN,29,19.6,6.7,2.6,6.0,0.5,1.5,,1.0,1.3,0.7,1.7,2.4,1.3,0.5,0.8,0.1,1.3,1,1,2000
Lucious Harris,SG,NJN,30,28.4,9.4,3.6,8.5,0.6,1.8,,1.5,1.9,1.0,3.0,3.9,1.8,0.9,1.0,0.2,1.7,1,1,2001
Lucious Harris,SG,NJN,31,21.0,9.1,3.4,7.3,0.6,1.6,,1.8,2.1,0.7,2.1,2.8,1.6,0.8,0.7,0.1,1.3,1,1,2002
Lucious Harris,SG,NJN,32,25.6,10.3,3.9,9.4,0.6,1.8,,2.0,2.5,0.8,2.2,3.0,2.0,0.9,0.7,0.1,1.2,1,1,2003
Lucious Harris,PG,NJN,33,21.8,6.9,2.7,6.7,0.6,1.5,,1.0,1.1,0.6,1.5,2.0,2.0,0.8,0.6,0.0,1.1,1,1,2004
Lucious Harris,SG,CLE,34,15.5,4.3,1.6,4.1,0.3,0.9,,0.8,0.9,0.5,1.1,1.7,0.7,0.4,0.4,0.1,0.9,1,1,2005
Luguentz Dort,SF,OKC,20,22.8,6.8,2.4,6.1,0.8,2.8,,1.2,1.5,0.7,1.6,2.3,0.8,0.6,0.9,0.1,2.7,1,1,2020
Luguentz Dort,SG,OKC,21,29.7,14.0,4.8,12.3,2.2,6.3,,2.3,3.2,0.7,2.9,3.6,1.7,1.5,0.9,0.4,2.6,1,1,2021
Luis Flores,PG,TOT,23,13.7,7.300000000000001,2.8,5.6,1.6,2.2,,0.2,0.2,1.1,0.2,1.3,1.4,1.4,0.2,0.0,1.2,2,0,2005
Luis Montero,SG,POR,22,3.5,1.2,0.4,1.6,0.1,0.8,,0.3,0.3,0.0,0.3,0.3,0.1,0.3,0.0,0.0,0.1,0,0,2016
Luis Montero,SG,DET,24,4.0,0.0,0.0,0.5,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,2018
Luis Scola,PF,HOU,27,24.7,10.3,4.2,8.2,0.0,0.0,,1.9,2.9,2.1,4.3,6.4,1.3,1.3,0.7,0.2,2.9,1,1,2008
Luis Scola,PF,HOU,28,30.3,12.7,5.2,9.7,0.0,0.0,,2.4,3.1,2.4,6.3,8.8,1.5,1.5,0.8,0.1,3.2,1,1,2009
Luis Scola,PF,HOU,29,32.6,16.2,6.8,13.3,0.0,0.1,,2.5,3.3,2.1,6.5,8.6,2.1,2.0,0.8,0.3,3.0,1,1,2010
Luis Scola,PF,HOU,30,32.6,18.3,7.7,15.3,0.0,0.0,,2.9,3.9,2.0,6.2,8.2,2.5,2.0,0.6,0.6,3.1,1,1,2011
Luis Scola,PF,HOU,31,31.3,15.5,6.6,13.5,0.0,0.0,,2.3,3.0,1.8,4.6,6.5,2.1,2.3,0.5,0.4,3.2,1,1,2012
Luis Scola,PF,PHO,32,26.6,12.8,5.3,11.2,0.0,0.2,,2.2,2.8,1.9,4.7,6.6,2.2,1.5,0.8,0.4,3.1,1,1,2013
Luis Scola,PF,IND,33,17.1,7.6,3.2,6.8,0.0,0.1,,1.2,1.7,1.0,3.7,4.8,1.0,1.3,0.3,0.2,2.0,1,1,2014
Luis Scola,PF,IND,34,20.5,9.4,3.7,7.9,0.1,0.2,,2.0,2.8,1.7,4.8,6.5,1.3,1.2,0.6,0.2,2.4,1,1,2015
Luis Scola,PF,TOR,35,21.5,8.7,3.5,7.9,0.9,2.1,,0.8,1.1,1.1,3.6,4.7,0.9,0.9,0.6,0.4,2.3,1,1,2016
Luis Scola,PF,BRK,36,12.8,5.1,2.0,4.2,0.5,1.4,,0.7,1.0,1.4,2.4,3.9,1.0,0.9,0.4,0.1,1.8,1,1,2017
Luka Don?i?,SG,DAL,19,32.2,21.2,7.0,16.5,2.3,7.1,,4.8,6.7,1.2,6.6,7.8,6.0,3.4,1.1,0.3,1.9,1,1,2019
Luka Don?i?,PG,DAL,20,33.6,28.8,9.5,20.6,2.8,8.9,,7.0,9.2,1.3,8.1,9.4,8.8,4.3,1.0,0.2,2.5,1,1,2020
Luka Don?i?,PG,DAL,21,34.3,27.7,9.8,20.5,2.9,8.3,,5.2,7.1,0.8,7.2,8.0,8.6,4.3,1.0,0.5,2.3,1,1,2021
Luka amani?,PF,SAS,20,16.0,5.3,1.7,5.3,1.0,2.7,,1.0,1.3,0.3,3.0,3.3,2.0,0.7,0.0,0.7,2.0,0,0,2020
Luka amani?,PF,SAS,21,9.3,3.7,1.4,3.2,0.4,1.3,,0.5,0.9,0.5,1.6,2.1,0.5,0.6,0.2,0.2,1.3,1,1,2021
Luke Babbitt,SF,POR,21,5.7,1.5,0.6,2.3,0.1,0.7,,0.1,0.4,0.3,1.0,1.3,0.3,0.3,0.1,0.1,0.6,1,0,2011
Luke Babbitt,SF,POR,22,13.4,5.1,1.8,4.3,1.1,2.5,,0.4,0.5,0.4,2.0,2.4,0.4,0.7,0.3,0.1,1.2,1,1,2012
Luke Babbitt,PF,POR,23,11.8,3.9,1.4,3.8,1.0,2.9,,0.2,0.2,0.2,2.0,2.2,0.5,0.4,0.2,0.1,1.3,1,1,2013
Luke Babbitt,PF,NOP,24,17.5,6.3,2.2,5.7,1.3,3.5,,0.5,0.7,0.7,2.6,3.3,1.1,0.6,0.3,0.4,1.9,1,1,2014
Luke Babbitt,SF,NOP,25,13.2,4.1,1.5,3.0,0.9,1.8,,0.2,0.3,0.2,1.6,1.8,0.4,0.4,0.3,0.2,1.0,1,1,2015
Luke Babbitt,SF,NOP,26,18.0,7.0,2.6,6.1,0.9,2.3,,0.8,1.1,0.5,2.6,3.1,1.1,0.5,0.2,0.1,1.9,1,1,2016
Luke Babbitt,SF,MIA,27,15.7,4.8,1.7,4.1,1.3,3.1,,0.2,0.2,0.2,1.9,2.1,0.5,0.4,0.3,0.2,1.7,1,1,2017
Luke Babbitt,SF,TOT,28,40.9,13.8,4.8,12.4,3.3,9.6,,0.8,1.0,0.4,4.9,5.3,1.7,1.1,0.5,0.4,2.9000000000000004,3,2,2018
Luke Harangody,PF,TOT,23,40.7,12.4,5.0,13.1,1.1,4.4,,1.3,1.7,2.5,6.6,9.1,2.0,1.0,0.9,1.1,5.0,3,3,2011
Luke Harangody,PF,CLE,24,11.0,2.9,1.1,3.1,0.2,1.0,,0.4,0.6,1.0,1.6,2.5,0.3,0.2,0.3,0.1,0.8,1,0,2012
Luke Jackson,SF,CLE,23,4.3,2.9,1.0,2.7,0.4,0.6,,0.5,0.6,0.2,0.4,0.6,0.3,0.2,0.0,0.0,0.4,0,0,2005
Luke Jackson,SF,CLE,24,8.8,2.7,0.8,2.4,0.3,1.0,,0.7,0.9,0.4,0.7,1.1,0.7,0.9,0.3,0.1,0.8,1,1,2006
Luke Jackson,SF,TOT,25,28.1,9.2,3.6,9.5,1.1,3.9,,0.9,1.6,0.4,1.6,2.0,3.2,1.4,0.9,0.2,3.4,1,1,2007
Luke Jackson,SF,MIA,26,16.3,5.6,1.9,5.7,0.8,2.1,,1.1,1.6,0.5,1.9,2.4,1.2,0.6,0.6,0.0,1.6,1,1,2008
Luke Kennard,SG,DET,21,20.0,7.6,2.8,6.4,1.1,2.7,,0.9,1.0,0.3,2.1,2.4,1.7,0.9,0.6,0.2,1.2,1,1,2018
Luke Kennard,SG,DET,22,22.8,9.7,3.6,8.3,1.7,4.3,,0.8,1.0,0.2,2.7,2.9,1.8,0.9,0.4,0.2,1.5,1,1,2019
Luke Kennard,SG,DET,23,32.9,15.8,5.4,12.2,2.6,6.5,,2.4,2.7,0.3,3.2,3.5,4.1,1.5,0.4,0.2,2.3,1,1,2020
Luke Kennard,SG,LAC,24,19.6,8.3,3.1,6.6,1.6,3.6,,0.4,0.5,0.2,2.3,2.6,1.7,0.8,0.4,0.1,1.4,1,1,2021
Luke Kornet,PF,NYK,22,16.3,6.7,2.5,6.3,1.4,4.0,,0.4,0.6,0.6,2.7,3.2,1.3,0.6,0.3,0.8,1.4,1,1,2018
Luke Kornet,PF,NYK,23,17.0,7.0,2.3,6.2,1.5,4.2,,0.8,1.0,0.6,2.3,2.9,1.2,0.5,0.6,0.9,0.9,1,1,2019
Luke Kornet,C,CHI,24,15.5,6.0,2.3,5.2,0.9,3.0,,0.6,0.8,0.6,1.7,2.3,0.9,0.4,0.3,0.7,1.5,1,1,2020
Luke Kornet,C-PF,TOT,25,32.5,9.8,4.0,9.5,1.5,5.7,,0.4,0.6,1.2999999999999998,5.0,6.3,2.2,0.6,0.4,2.9,1.8,3,2,2021
Luke Ridnour,PG,SEA,22,16.1,5.5,2.1,5.1,0.4,1.2,,0.9,1.1,0.5,1.1,1.6,2.4,1.2,0.8,0.1,1.5,1,1,2004
Luke Ridnour,PG,SEA,23,31.4,10.0,3.6,9.0,0.8,2.2,,1.9,2.2,0.7,1.8,2.5,5.9,1.8,1.1,0.3,2.3,1,1,2005
Luke Ridnour,PG,SEA,24,33.2,11.5,4.2,10.1,0.5,1.9,,2.5,2.9,0.6,2.4,3.0,7.0,2.1,1.6,0.3,2.3,1,1,2006
Luke Ridnour,PG,SEA,25,29.5,11.0,4.2,9.8,0.7,2.0,,1.8,2.2,0.4,1.9,2.3,5.2,2.2,1.2,0.3,2.5,1,1,2007
Luke Ridnour,PG,SEA,26,20.0,6.4,2.4,6.0,0.3,1.2,,1.3,1.5,0.2,1.3,1.5,4.0,1.3,0.6,0.2,2.0,1,1,2008
Luke Ridnour,PG,MIL,27,28.2,9.6,3.5,8.6,0.8,2.2,,1.8,2.1,0.5,2.6,3.0,5.1,1.8,1.3,0.2,2.8,1,1,2009
